,State,Week,Babesiosis,Campylobacteriosis,"Carbapenemase-producing carbapenem-resistant Enterobacteriaceae, Enterobacter spp.","Carbapenemase-producing carbapenem-resistant Enterobacteriaceae, Escherichia coli","Carbapenemase-producing carbapenem-resistant Enterobacteriaceae, Klebsiella spp.",Chlamydia trachomatis infection,Coccidioidomycosis,Cryptosporidiosis,"Dengue Virus Infections, Dengue","Dengue Virus Infections, Severe Dengue","Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection","Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis",Giardiasis,Gonorrhea,"Haemophilus influenzae, invasive disease (all ages, all serotypes)","Hepatitis (viral, acute, by type), A","Hepatitis (viral, acute, by type), B","Hepatitis (viral, acute, by type), C, Confirmed","Hepatitis (viral, acute, by type), C, Probable","Invasive Pneumococcal Disease, Age LT 5, Confirmed","Invasive Pneumococcal Disease, Age LT 5, Probable","Invasive Pneumococcal Disease, all ages, Confirmed","Invasive Pneumococcal Disease, all ages, Probable",Legionellosis,Malaria,"Meningococcal disease, all serogroups",Mumps,Pertussis,"Rabies, animal",Rubella,"Rubella, congenital syndrome",Salmonellosis (excluding Paratyphoid fever andTyphoid fever),Shiga toxin-producing Escherichia coli,Shigellosis,"Spotted Fever Rickettsiosis, Confirmed","Spotted Fever Rickettsiosis, Probable","Syphilis, primary and secondary",Tetanus,Varicella morbidity,"Vibriosis (Any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139), Confirmed","Vibriosis (Any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139), Probable","West Nile virus disease, Neuroinvasive","West Nile virus disease, Nonneuroinvasive","Zika virus disease, non-congenital",Person-to-Person Contact,Airborne Transmission,Droplet Spread,Vector-Borne Transmission,Vehicle-Borne Transmission,Population_Density(km²),GDP per capita,TAVE_D,AVE_TMIN_D,AVE_TMAX_D,Glaciers,Locales,Beaches,Areas,Lakes,Streams,Swamps,Forests,Plains,Woods,Mining and Logging,Construction,Manufacturing,"Trade, Transporation and Utilities",Information,Financial Activities,Professional and Business Services,Educational and Health services,Leisure and Hospitality,Other Services,Government
267,LOUISIANA,6,0,0,0,0,0,692,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882,0,0,0,0,41.5024,44372,11.3463,5.1474,17.5451,0,2073,7,45,1324,4124,299,4,1,1,35900,151100,134900,379500,22900,93000,217400,278300,236100,73900,327600
268,MAINE,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,4,5,3,5,16.7840,39521,-7.1797,-12.5415,-1.8179,0,2203,248,6,1547,2049,515,93,8,14,2200,28900,52000,119100,7300,91100,213000,315500,68300,22200,100100
269,MARYLAND,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,11,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,14,2,14,2,18,240.1581,56375,2.0992,-3.0639,7.2622,0,2796,32,14,166,2035,219,12,0,7,1300,163100,108300,467400,36500,31900,69300,127200,281500,114700,504600
270,MASSACHUSETTS,6,0,0,0,0,0,425,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,0,0,0,0,339.6000,66500,-1.2501,-6.1218,3.6217,0,1237,114,6,2803,4102,393,6,1,9,1100,157200,244100,579400,91500,144400,451000,471500,373000,138900,454500
271,MICHIGAN,6,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,239,0,1,3,0,67.9108,44201,-2.911,-7.4264,1.6045,0,5147,44,7,6968,4598,219,46,0,2,7200,169200,629800,791400,55800,221500,583900,797900,433600,166600,606500
272,MINNESOTA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2961,54805,-10.343,-16.456,-4.23,0,3117,2,5,8783,1944,152,69,0,0,6700,122500,321400,537000,49300,219000,660600,679000,272800,113600,425500
273,MISSISSIPPI,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,24.5519,32447,8.8389,2.1524,15.5254,0,3703,2,237,586,5885,46,68,3,23,6900,43700,144900,231100,11000,184100,378100,543400,135500,41300,241300
274,MISSOURI,6,0,7,0,0,0,162,0,2,0,0,0,0,0,0,6,210,1,1,0,2,0,2,0,13,1,0,0,0,0,0,0,0,0,9,1,4,0,2,2,0,5,0,0,0,0,0,396,0,17,7,34,34.3913,43036,3.3008,-3.7529,10.3544,0,2373,1,33,1002,4585,130,10,0,3,4400,122500,272800,543700,50500,44400,109800,145000,305900,115500,433700
275,MONTANA,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,8,0,6,2.8180,39833,-3.8322,-8.5894,0.925,58,5695,2,21,2087,9493,48,25,23,0,7200,28600,20500,94800,6300,173300,386500,478800,66000,18900,90400
276,NEBRASKA,6,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,3,3,7,9.7065,54654,-1.9806,-7.923,3.9619,0,2611,36,46,229,9328,542,9,10,8,1100,52300,99700,201300,17700,24900,42700,77200,92200,36800,173500
277,NEVADA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7465,44812,3.6691,-2.5302,9.8684,0,705,0,5,810,599,25,11,5,1,14500,89700,55500,255500,15600,73900,119200,155600,353400,42000,161000
278,NEW HAMPSHIRE,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58.1468,52509,-4.7485,-10.0251,0.5281,0,3674,5,6,1101,1460,71,3,1,1,1000,26900,70500,139300,12400,68200,190600,140600,72100,25400,90000
279,NEW JERSEY,6,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,5,0,0,470.2172,56776,0.8263,-4.324,5.9765,0,782,23,5,865,1675,73,66,0,3,1400,157900,247400,888100,69700,34400,83200,125800,387200,171500,600500
280,NEW MEXICO,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6.6517,41619,4.3473,-5.467,14.1615,0,1047,41,0,369,1394,68,17,0,6,24500,47200,27000,137600,11900,250500,672300,708200,98000,28900,186800
281,NEW YORK,6,0,21,0,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,3,0,0,0,4,4,0,0,47,162.4294,65220,-2.9009,-8.3652,2.5634,0,7030,1,183,826,1936,14,36,6,1,5400,398400,443100,1563000,275200,34200,106400,139700,957800,413600,1488900
282,NORTH CAROLINA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.3563,44706,5.9986,0.0324,11.9648,0,3739,23,44,220,2335,21,13,14,4,5800,219500,474200,833300,80000,719100,1340700,2064600,502600,154300,733000
283,NORTH DAKOTA,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,4.2275,64311,-10.7629,-16.7978,-4.728,0,6071,138,23,3337,4422,417,64,1,16,20700,25900,25900,94200,6200,239600,634500,611600,40200,15200,82500
284,OHIO,6,0,35,0,0,0,616,0,4,0,0,0,0,0,0,5,254,5,1,1,2,1,2,0,39,3,4,0,0,1,7,0,0,0,0,5,7,0,0,0,0,20,0,0,0,0,0,925,12,57,20,61,110.2698,48188,0.9826,-4.6306,6.5958,0,4957,12,51,361,4244,83,28,0,20,12200,219300,698900,1024300,70800,24300,34600,63700,566400,213700,779200
285,OKLAHOMA,6,0,1,0,0,0,73,0,0,0,0,0,0,0,0,0,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,113,0,2,0,2,22.1568,44535,6.845,-1.3144,15.0043,0,1102,2,6,199,3347,7,2,0,0,53100,80300,137700,299200,19900,307900,731200,936100,171900,71500,347800
286,OREGON,6,0,11,0,0,0,408,1,3,0,0,0,0,0,0,7,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,531,1,0,0,33,16.8907,51312,4.1809,0.5226,7.8391,37,7769,51,143,1810,12052,179,35,17,7,7300,104800,194900,352200,34200,79200,190400,236300,210700,64500,295000
287,PENNSYLVANIA,6,0,7,0,0,0,866,0,2,0,0,0,0,0,0,5,196,4,1,0,1,0,0,0,8,2,1,0,0,3,5,0,0,0,0,0,1,0,0,2,0,7,0,0,0,0,0,1076,9,22,7,19,110.4802,51841,-1.2469,-7.1948,4.701,0,4765,5,100,525,7039,206,34,0,7,28600,255800,569400,1126800,85800,102000,249000,295100,571600,260400,702900
288,RHODE ISLAND,6,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34,1,3,0,2,392.2098,48314,-0.1943,-4.9586,4.57,0,493,93,6,256,288,65,2,0,6,200,19200,40300,77400,5900,325500,804500,1274800,58700,23100,61000
289,SOUTH CAROLINA,6,0,0,0,0,0,804,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1100,0,0,0,3,65.2576,37637,7.4417,0.877,14.0063,0,1896,25,11,461,3676,515,7,0,2,4400,102500,247800,406300,28200,35400,68500,106500,260300,76800,369000
290,SOUTH DAKOTA,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,4.4662,48004,-5.2797,-11.7783,1.219,0,1631,1,17,508,1490,30,4,1,5,1000,22900,44400,86800,5600,104200,292900,252900,47300,16800,79600
291,TENNESSEE,6,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,68,0,0,1,0,1,0,0,7,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,5,11,0,2,63.5357,44348,5.2192,-1.1511,11.5894,0,3320,4,15,408,9850,44,15,2,6,4400,124800,350700,627200,45500,29200,32600,72800,338900,118300,435500
292,TEXAS,6,0,21,0,0,0,3299,0,4,0,0,0,0,0,0,0,966,4,1,2,0,0,4,0,62,0,4,1,1,1,13,1,0,0,0,1,5,0,0,41,0,11,0,0,0,0,0,4379,18,85,13,75,42.3336,53737,12.2507,5.3996,19.1018,0,8308,25,27,1847,11463,204,9,7,17,246500,739100,881100,2485300,204100,162500,416900,435600,1355600,433500,1951800
293,UTAH,6,0,0,0,0,0,136,0,0,0,0,0,0,0,0,1,37,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,176,0,2,1,6,14.8499,45943,1.3596,-4.9773,7.6964,1,1985,9,124,864,2429,11,16,45,31,9400,104100,133100,285800,38600,776900,1732900,1696800,149400,41200,247900
294,VERMONT,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0450,44831,-5.7164,-11.1121,-0.3207,0,4166,31,14,110,7303,150,13,0,9,800,15100,29800,54300,4300,87700,215100,204200,37500,10200,56400
295,VIRGINIA,6,0,8,0,0,0,799,0,3,0,0,0,1,0,0,2,187,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,990,2,1,1,22,83.1382,52124,3.1724,-2.8664,9.2112,1,701,2,2,436,1251,46,144,0,1,7900,197400,240100,659700,67200,12100,28900,66100,407800,201100,722500
296,WASHINGTON,6,0,3,0,0,0,413,0,0,0,0,0,0,0,0,0,151,2,1,1,1,1,0,0,0,0,1,0,1,0,6,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,578,7,9,0,19,43.6939,59333,2.2989,-0.4132,5.0109,185,4420,60,71,2970,6296,135,30,6,35,6300,213600,287900,637700,133900,207400,748600,541100,342600,122100,586700
297,WEST VIRGINIA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,28.9131,37353,0.734,-5.9848,7.4527,0,858,1,6,19,8574,6,11,0,2,22600,41100,47100,130000,8200,158000,425300,491800,74000,24300,152600
298,WISCONSIN,6,0,3,0,0,0,297,0,1,0,0,0,0,0,0,1,77,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,381,0,6,2,6,41.3619,48666,-5.278,-10.9668,0.4109,0,2985,20,10,5265,3148,125,16,0,14,4800,122200,475500,543200,47300,29100,68900,128200,282600,152300,407800
299,WYOMING,6,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,2.2813,61091,-3.0835,-7.9341,1.7672,37,2785,0,39,1249,5194,15,8,2,0,20700,20300,9800,52000,3600,152900,326800,456100,36100,16400,68900
300,ALABAMA,7,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,2,5,37.1993,37508,8.0367,1.5084,14.5649,666,1282,116,188,3367,9303,9,7,5,1,10000,89100,267100,380700,21100,96400,244000,245300,205900,96700,385900
301,ALASKA,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4982,63610,-14.7583,-19.3663,-10.1503,0,4056,3,14,496,6547,98,11,3,1,12700,15900,12500,64300,5600,11800,27100,50400,35600,11000,80400
302,ARIZONA,7,0,3,0,0,0,824,157,0,0,0,0,0,0,0,1,238,4,1,0,0,0,1,0,25,0,1,0,0,0,12,0,0,0,12,4,3,0,0,1,0,8,0,0,0,0,0,1092,170,42,8,25,24.2052,39583,10.8437,1.7474,19.94,0,1187,1,48,1154,4799,213,7,1,3,13100,158800,170100,534500,47400,220800,431100,445700,326600,92700,415200
303,ARKANSAS,7,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,1,0,13,0,0,0,0,0,2,0,0,0,0,0,1,0,3,3,0,1,0,0,0,0,0,19,2,19,4,11,22.3967,36714,1.8836,-4.0718,7.839,0,4280,1,74,433,2272,33,44,47,4,6000,50600,160500,251500,11200,60500,146200,191200,118600,53400,212200
304,CALIFORNIA,7,0,39,0,0,0,183,20,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,4,0,0,0,0,0,0,0,280,20,0,0,46,98.4741,60359,13.8408,6.027,21.6546,20,14431,275,287,2646,9884,120,45,26,199,22900,859600,1325400,3051600,543700,836300,2663700,2726500,1986100,572100,2587400
305,COLORADO,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,12,0,21.1601,54026,2.7215,-2.8571,8.3,16,3617,1,34,1435,5368,13,18,2,0,28300,172300,147600,469800,74900,170500,425600,340600,339900,110800,445000
306,CONNECTICUT,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,4,285.9964,62633,-2.7458,-7.7656,2.274,0,1507,104,8,788,1480,180,37,1,8,500,58600,160300,296500,31900,126100,220500,334900,157700,65400,236700
307,DELAWARE,7,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,191.8949,63955,0.1833,-5.181,5.5476,0,322,16,11,70,424,43,9,0,2,0,22300,27100,80100,4100,47500,63600,80100,51500,18600,66400
308,FLORIDA,7,0,0,0,0,0,1227,0,0,0,0,0,0,0,0,0,347,10,0,0,0,0,2,0,24,0,0,0,1,1,6,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,1607,7,44,10,7,152.5898,39842,18.7791,13.2868,24.2714,0,4190,60,5,4027,2942,1104,10,0,4,5800,540900,372000,1780900,139700,29700,167700,130800,1227100,354400,1112500
309,GEORGIA,7,0,12,0,0,0,470,0,6,0,0,0,0,0,0,9,139,6,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,640,0,30,0,34,70.3122,45925,8.7732,2.3021,15.2443,0,2874,7,21,800,5643,468,5,1,4,9500,196200,408000,943000,114600,576700,1366800,1305300,490600,159300,693800
310,HAWAII,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,85.7465,52869,20.2167,16.1094,24.3239,0,745,318,152,75,560,14,62,1,4,0,36100,14200,122600,9100,248200,692400,584500,123900,28000,125600
311,IDAHO,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,8,8.1836,36441,3.2806,-0.493,7.0542,0,4220,46,56,362,2016,19,19,0,1,3500,49100,68200,142500,8900,28800,82500,85800,78500,25500,124900
312,ILLINOIS,7,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,93,0,0,2,0,88.6923,55102,-8.4844,-14.3569,-2.6119,0,2504,19,35,1312,9098,17,14,7,7,7800,225800,588300,1216100,94400,36400,94200,105600,617300,254400,826300
313,INDIANA,7,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,3,0,0,72.1204,46427,-6.69,-12.1604,-1.2195,0,2848,29,18,941,2701,65,51,1,179,6200,141300,542000,597500,29400,401800,951400,934000,309500,131800,429700
314,IOWA,7,0,20,0,0,0,75,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,1,0,0,0,0,0,0,0,0,0,0,103,0,0,0,52,21.8421,52284,-12.4446,-18.1674,-6.7217,0,965,3,2,797,3461,27,22,1,0,2500,77500,223000,312600,22000,138700,342700,475200,143600,57500,260700
315,KANSAS,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.7731,47435,-4.8845,-11.7488,1.9799,0,3745,0,1,101,2376,9,1,7,0,6800,61100,165100,268700,18700,109100,141000,234700,129700,50900,256200
316,KENTUCKY,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,16,43.4644,39277,-1.7021,-6.791,3.3868,0,2410,0,22,228,11872,27,10,1,3,10000,78100,252100,403800,22000,77100,180000,199500,197600,65600,313700
317,LOUISIANA,7,0,8,0,0,0,719,0,1,0,0,0,0,0,0,0,206,2,0,0,0,0,3,0,20,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,950,1,26,1,12,41.5024,44372,11.0616,5.5534,16.5698,0,2073,7,45,1324,4124,299,4,1,1,35900,151100,134900,379500,22900,93000,217400,278300,236100,73900,327600
318,MAINE,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,3,7,16.7840,39521,-8.5555,-14.9737,-2.1372,0,2203,248,6,1547,2049,515,93,8,14,2200,28900,52000,119100,7300,91100,213000,315500,68300,22200,100100
319,MARYLAND,7,0,14,0,0,0,367,0,1,0,0,0,0,0,0,3,61,2,0,1,0,0,1,0,8,0,2,4,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,441,4,13,4,23,240.1581,56375,-1.1847,-5.924,3.5547,0,2796,32,14,166,2035,219,12,0,7,1300,163100,108300,467400,36500,31900,69300,127200,281500,114700,504600
320,MASSACHUSETTS,7,0,6,0,0,0,0,0,5,0,0,0,0,0,0,5,0,2,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,16,339.6000,66500,-2.9518,-8.4465,2.5429,0,1237,114,6,2803,4102,393,6,1,9,1100,157200,244100,579400,91500,144400,451000,471500,373000,138900,454500
321,MICHIGAN,7,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,205,0,3,5,0,67.9108,44201,-11.3194,-15.9484,-6.6903,0,5147,44,7,6968,4598,219,46,0,2,7200,169200,629800,791400,55800,221500,583900,797900,433600,166600,606500
322,MINNESOTA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27.2961,54805,-18.9547,-25.2317,-12.6776,0,3117,2,5,8783,1944,152,69,0,0,6700,122500,321400,537000,49300,219000,660600,679000,272800,113600,425500
323,MISSISSIPPI,7,0,2,0,0,0,485,0,1,0,0,0,0,0,0,0,198,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,0,0,0,4,24.5519,32447,7.4198,1.0392,13.8003,0,3703,2,237,586,5885,46,68,3,23,6900,43700,144900,231100,11000,184100,378100,543400,135500,41300,241300
324,MISSOURI,7,0,3,0,0,0,139,0,5,0,0,0,0,0,0,0,169,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,314,0,5,1,19,34.3913,43036,-5.1246,-11.3722,1.123,0,2373,1,33,1002,4585,130,10,0,3,4400,122500,272800,543700,50500,44400,109800,145000,305900,115500,433700
325,MONTANA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.8180,39833,-5.9472,-11.1573,-0.737,58,5695,2,21,2087,9493,48,25,23,0,7200,28600,20500,94800,6300,173300,386500,478800,66000,18900,90400
326,NEBRASKA,7,0,5,0,0,0,65,0,1,0,0,0,0,0,0,3,25,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,95,2,5,0,13,9.7065,54654,-8.1283,-14.5122,-1.7444,0,2611,36,46,229,9328,542,9,10,8,1100,52300,99700,201300,17700,24900,42700,77200,92200,36800,173500
327,NEVADA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7465,44812,5.722,-1.2856,12.7296,0,705,0,5,810,599,25,11,5,1,14500,89700,55500,255500,15600,73900,119200,155600,353400,42000,161000
328,NEW HAMPSHIRE,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,58.1468,52509,-7.3085,-13.2502,-1.3668,0,3674,5,6,1101,1460,71,3,1,1,1000,26900,70500,139300,12400,68200,190600,140600,72100,25400,90000
329,NEW JERSEY,7,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,0,1,0,0,470.2172,56776,-1.5016,-6.3904,3.3872,0,782,23,5,865,1675,73,66,0,3,1400,157900,247400,888100,69700,34400,83200,125800,387200,171500,600500
330,NEW MEXICO,7,0,1,0,0,0,64,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,1,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91,1,7,1,2,6.6517,41619,5.5771,-4.051,15.2051,0,1047,41,0,369,1394,68,17,0,6,24500,47200,27000,137600,11900,250500,672300,708200,98000,28900,186800
331,NEW YORK,7,0,18,0,0,0,865,0,2,0,0,1,0,0,0,17,210,3,4,2,0,2,0,0,31,0,4,0,0,0,3,8,0,0,0,3,2,0,0,12,0,0,1,0,0,0,0,1124,7,37,9,63,162.4294,65220,-6.2909,-11.3252,-1.2566,0,7030,1,183,826,1936,14,36,6,1,5400,398400,443100,1563000,275200,34200,106400,139700,957800,413600,1488900
332,NORTH CAROLINA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,82.3563,44706,5.2377,-1.3752,11.8505,0,3739,23,44,220,2335,21,13,14,4,5800,219500,474200,833300,80000,719100,1340700,2064600,502600,154300,733000
